Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2048    4.52    4.10  -15.15    7.61   21.53
 2049   32.71   16.88   16.79   25.02   72.16
 2050   -0.91  -11.06   -1.29  -26.88   35.58
 2051  -18.30    4.51   12.47  -15.46  -74.71
 2052   17.34   -4.64   33.39   30.84    9.77
 2053   25.11  -23.28   38.64   52.08   32.99
 2054   -0.27  -17.10  -24.36  -31.05   71.43
 2055    2.76   39.19  -41.30   11.19    1.95
 2056   11.45   17.14   -6.38    5.08   29.94
 2057   39.20    8.58   36.73   40.96   70.54
 2058  -15.25  -36.01   31.06   44.92 -100.97
 2059   14.29   33.63    0.55  -33.42   56.39
 2060   -3.26   -4.60   32.77  -30.20  -11.00
 2061  -36.33  -31.12  -57.30  -25.61  -31.27
 2062   20.42   42.44   -5.28    3.58   40.95
 2063   11.68   20.93    7.00  -56.44   75.23
 2064   39.91   10.52   35.09   44.66   69.36
 2065   23.47   20.18  -16.02   26.18   63.52
 2066  -29.27  -22.25  -27.72  -39.08  -28.03
 2067   22.52   -0.87  -19.89   16.89   93.96
 2068   -2.17   -3.28   26.38  -19.91  -11.89
 2069   -2.17  -19.88  -21.73   28.84    4.07
 2070   10.68  -30.02   20.59   27.23   24.92
 2071    2.52   -7.66  -18.70  -35.24   71.70
 2072    4.02   40.86  -44.20   20.15   -0.75
 2073    8.10   42.28  -27.38   -7.96   25.47
 2074   24.02   24.55   46.44   -6.01   31.09
 2075   -9.95  -29.04   29.42  -17.86  -22.33
 2076   13.85   27.61   -9.79   36.95    0.62
 2077  -10.33   30.98   -1.50  -19.26  -51.56
 2078    3.33   -2.08   -5.63  -14.25   35.29
 2079   15.71   37.20    3.98   -4.40   26.06
 2080    3.98   -3.16  -36.58   -2.76   58.44
 2081  -19.36   -5.87  -30.09  -26.43  -15.06
 2082   -1.71  -22.69   18.16  -37.16   34.86
 2083    6.00    8.21  -18.54  -18.32   52.66
 2084    1.13   26.64   -1.55  -30.23    9.65
 2085   18.70   26.40   -8.36   27.46   29.29
 2086  -28.65    8.91  -39.14  -78.87   -5.51
 2087   -8.40   24.15  -13.31  -50.55    6.11
 2088   10.78   -2.78  -10.35   41.28   14.99
 2089    7.91    8.76   -3.45   -2.15   28.49
 2090   -0.07   18.08  -29.76   -5.85   17.25
 2091    2.76  -20.65    2.96   -3.37   32.09
 2092   11.55    7.38   19.07   -4.41   24.17
 2093  -20.42  -37.95   33.25  -75.11   -1.86
 2094   59.17   25.08   53.21   29.97  128.43
 2095    6.89   19.03   54.95  -12.09  -34.33
 2096  -16.54  -13.33  -38.42  -57.98   43.59
 2097   13.19   -7.99   19.12  -21.46   63.08
 2098  -18.57   -3.66  -26.52  -40.93   -3.17
 2099   -9.15   16.65   -2.85  -26.64  -23.75
 2100   22.72   30.13  -17.33   12.37   65.72
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN    1.31   13.41  -37.09
 2002    0.36   10.34  -12.73  -20.38   24.21
 2003   22.00  -10.25   49.20   -4.23   53.28
 2004  -50.05  -16.95    2.07 -107.97  -77.36
 2005   15.52    1.45  -16.26   53.91   22.97
 2006   -6.34   21.55   -3.30  -19.01  -24.60
 2007   38.75   35.89   36.63   31.55   50.91
 2008  -20.42  -26.51  -86.20  -20.39   51.40
 2009   20.72   -5.94  -11.18   26.66   73.36
 2010  -14.55   28.59    0.70  -55.41  -32.06
 2011   31.91   -9.31   55.77   40.66   40.54
 2012  -15.80  -45.36  -27.41    2.72    6.86
 2013   12.97   16.94   31.64  -23.24   26.55
 2014   -1.21  -27.57   -6.00   -6.88   35.61
 2015  -20.86   -7.72  -43.74  -57.60   25.60
 2016  -14.35   -9.84  -24.78  -20.00   -2.78
 2017   11.23  -18.62  -37.21   37.79   62.96
 2018  -13.98   19.40   25.81  -69.26  -31.84
 2019   -4.35    9.59  -20.90  -27.70   21.62
 2020  -13.49   51.09    5.61  -62.20  -48.47
 2021   -0.14   -9.93   -6.61   -5.70   21.69
 2022  -45.93  -15.31  -35.51  -65.82  -67.07
 2023   -8.42   24.69   18.75  -20.78  -56.34
 2024  -16.00    3.60  -14.73  -32.52  -20.34
 2025  -18.53  -33.95    9.47  -59.16    9.52
 2026   15.81   20.11   -6.27   -0.68   50.10
 2027  -16.78  -26.86  -25.32    5.13  -20.06
 2028   33.44   16.93   25.43  -34.42  125.83
 2029  -30.36   17.39   -4.15  -80.96  -53.73
 2030   11.55  -15.15   66.37  -25.14   20.09
 2031   35.85   11.35   22.61   69.69   39.75
 2032   35.65   31.41   52.37   39.58   19.24
 2033    6.09  -10.89  -31.17   25.45   40.97
 2034    3.39  -16.98   22.87  -44.22   51.87
 2035  -27.92   -6.64  -70.93   18.42  -52.54
 2036   35.88   -4.36   44.86   22.56   80.44
 2037   -8.52   29.80  -54.87  -51.36   42.34
 2038   33.28   -3.02  -39.81   97.16   78.78
 2039  -32.39  -15.32  -48.87   37.99 -103.35
 2040  -11.58   -2.44    3.12  -41.81   -5.18
 2041   12.30   13.43   -5.30  -25.17   66.25
 2042    1.38    8.94  -57.77   31.35   23.01
 2043   20.02  -16.74  -25.56   36.87   85.50
 2044   -3.03   -1.00    9.16  -42.86   22.59
 2045    3.43    2.78  -20.77   13.85   17.85
 2046    2.03    4.03  -18.73   13.49    9.31
 2047    8.05  -44.64   40.76  -11.27   47.35
 2048  -25.96  -10.27   -7.13  -50.94  -35.49
 2049   -4.98   -3.60    7.81  -10.59  -13.53
 2050   20.66  -21.66  -16.52   41.66   79.16
 2051  -10.10    2.20   -2.07  -38.28   -2.24
 2052  -10.80   14.99   -6.23  -72.58   20.60
 2053    6.08   26.13   26.57  -10.26  -18.11
 2054  -17.91   19.63  -49.49  -25.22  -16.58
 2055    3.99   -3.32   13.67   -7.32   12.95
 2056  -52.77  -19.06  -33.10  -60.85  -98.07
 2057   17.31   27.11   -6.65  -13.04   61.82
 2058   23.57   -3.80  -38.23   58.45   77.86
 2059   -5.82   24.32  -37.59    6.03  -16.05
 2060    2.45    8.09   15.05  -61.64   48.29
 2061   -1.43  -24.73  -11.35   10.46   19.88
 2062  -13.50    5.47   16.37 -115.73   39.87
 2063   -6.59    8.73  -11.04  -21.91   -2.15
 2064  -34.90  -17.21  -37.96  -28.30  -56.14
 2065   18.58   25.00   24.27   51.58  -26.53
 2066   23.31    9.48   32.81   13.84   37.10
 2067  -24.30   11.82  -38.65  -56.52  -13.83
 2068   33.54   17.42    0.22   34.57   81.96
 2069  -26.67    4.13  -32.00  -25.52  -53.29
 2070  -15.07  -17.43  -21.98  -19.86   -1.00
 2071   15.95   16.77   39.57   16.60   -9.14
 2072  -15.00   -0.39  -12.48  -39.14   -7.99
 2073  -10.66   -0.45   -3.76  -24.27  -14.16
 2074  -21.23    6.14  -45.90  -49.21    4.06
 2075   -8.19   -5.32  -16.34   28.39  -39.47
 2076    9.26  -39.40   61.41  -18.93   33.96
 2077   16.59   -6.28   -3.35   24.29   51.69
 2078  -29.08  -23.31  -20.06  -39.06  -33.89
 2079   -9.04  -33.55  -18.28   -5.32   20.97
 2080    5.29   -1.74  -14.01   -2.79   39.69
 2081   -8.79  -13.35  -13.97  -16.58    8.75
 2082   16.07   23.01  -23.72    2.71   62.28
 2083  -15.30   17.77    3.78  -51.66  -31.07
 2084  -17.35    0.06   15.45  -27.54  -57.37
 2085    8.38  -20.71  -15.90   20.68   49.43
 2086   -2.83   13.00   14.71  -37.31   -1.74
 2087   -9.52   -0.65  -20.48   -8.76   -8.19
 2088   -7.57   33.40   -5.09  -55.92   -2.68
 2089   28.42   27.52   28.73   -1.67   59.11
 2090   12.76   13.73   -1.00  -13.86   52.16
 2091   18.62  -15.95   40.54   21.22   28.69
 2092  -36.25   -5.12  -13.99  -92.21  -33.67
 2093   18.41   26.08  -22.54   23.04   47.06
 2094  -52.12  -19.78  -69.62  -62.35  -56.73
 2095   21.77   49.13  -30.59  -21.00   89.53
 2096  -18.79  -21.38    5.29  -54.56   -4.50
 2097   23.79   35.16  -21.04   -7.01   88.06
 2098    1.46    5.00   30.79  -24.45   -5.51
 2099   -2.32  -18.58  -33.21  -14.79   57.29
 2100  -30.06   19.40  -40.37  -91.67   -7.61
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   14.59  -11.85  -58.22
 2002    3.53   -5.66   -8.32   39.94  -11.86
 2003   -4.62   -1.96    2.45   -0.46  -18.50
 2004  -48.25    5.90  -64.94  -30.78 -103.17
 2005   25.60    2.81   17.66   53.17   28.76
 2006  -15.75   10.08  -19.70   10.22  -63.58
 2007   -9.24    2.12  -15.75  -12.91  -10.40
 2008  -20.45   21.41  -43.63  -51.52   -8.07
 2009  -12.94    7.56  -18.99   28.00  -68.33
 2010   31.84   20.65   26.02   33.91   46.79
 2011   12.47   49.07   -0.12   -3.92    4.83
 2012   10.55   31.97  -19.80   36.46   -6.42
 2013    1.94   33.70   14.34  -11.85  -28.45
 2014   22.74  -21.21   47.56   23.08   41.53
 2015  -32.72  -26.05  -24.15  -33.05  -47.62
 2016   30.36   -1.97   49.20   66.79    7.43
 2017  -33.01  -46.31  -31.83  -48.04   -5.87
 2018  -30.69   -0.82  -13.83  -84.41  -23.72
 2019  -12.36   -7.92  -49.45  -43.09   51.01
 2020   -8.84  -13.30  -18.57    4.81   -8.30
 2021    6.27    0.80  -17.13  -10.74   52.15
 2022   19.75   17.13   11.68  -24.81   75.00
 2023    3.21   52.42    5.48  -48.07    3.03
 2024   -3.95   10.23   31.71    6.07  -63.80
 2025   18.80  -39.16    2.06   55.63   56.67
 2026   14.34    0.13   33.23    6.21   17.80
 2027   -7.20    2.98  -34.54  -10.66   13.44
 2028  -34.44  -23.53  -40.96  -51.61  -21.65
 2029  -12.28   -6.57    2.10  -26.20  -18.43
 2030   18.01   25.09   21.99  -19.76   44.71
 2031  -35.51   21.90  -13.39 -100.72  -49.83
 2032    0.64   -5.36  -47.51   36.45   18.99
 2033   25.55   20.10    7.10   25.03   49.96
 2034  -14.27  -37.95    8.17  -13.05  -14.26
 2035  -14.59  -13.00  -21.60  -31.97    8.19
 2036   -3.05   20.45    4.90  -29.20   -8.36
 2037  -24.01   -7.15    0.69  -10.70  -78.87
 2038  -35.01   18.32  -13.25  -70.63  -74.48
 2039    7.55  -14.70  -17.06   46.42   15.54
 2040  -50.50  -23.35   12.14  -48.83 -141.95
 2041   34.71   11.93   -5.62   61.48   71.07
 2042   10.97   -8.64  -12.39  -11.80   76.71
 2043   28.14   16.42   -5.05   53.14   48.04
 2044  -15.25  -42.95  -35.16   27.99  -10.87
 2045   -7.60   29.16   -3.85  -26.32  -29.37
 2046    0.50   15.66   -3.46    8.81  -19.00
 2047    0.38  -33.58  -43.22   16.82   61.50
 2048  -21.87  -17.77   -6.71  -56.98   -6.00
 2049  -13.49   48.33  -68.65  -46.25   12.61
 2050    4.50   34.73   -9.12   10.09  -17.69
 2051   -2.46   -3.99  -21.41  -10.55   26.11
 2052  -32.53   12.28  -47.59  -65.82  -29.00
 2053  -18.00    5.31  -35.17  -42.36    0.20
 2054   -6.87  -12.97  -48.75   65.49  -31.24
 2055  -12.96   10.37  -46.95   15.70  -30.98
 2056    8.13    6.23   10.78   -3.80   19.32
 2057   19.15  -10.21   -6.85   37.51   56.16
 2058  -19.18   -0.20    5.25  -55.38  -26.41
 2059  -14.62  -24.77  -20.73  -17.81    4.82
 2060    5.87  -11.18  -24.41   -0.16   59.24
 2061    0.59   21.99   16.17  -37.72    1.92
 2062   39.81   28.32  -24.33   58.75   96.48
 2063  -26.50  -29.89   20.65  -80.91  -15.86
 2064  -19.78   10.40  -35.52  -20.38  -33.63
 2065   -4.36    1.36   18.02  -20.38  -16.46
 2066    1.50   -5.70   16.00   -5.33    1.01
 2067    6.05   36.21  -23.82   11.57    0.22
 2068    8.59    5.84   -0.43  -19.66   48.60
 2069   -0.57  -21.05  -35.37  -14.40   68.55
 2070   17.39   47.14    7.73   33.76  -19.05
 2071  -11.90   36.91  -13.75  -39.70  -31.05
 2072   17.33  -27.92   11.02   26.30   59.91
 2073    6.24    5.73   21.47  -14.94   12.69
 2074  -10.15   28.96  -17.57  -24.34  -27.63
 2075   -8.83   -1.92    5.85    9.36  -48.62
 2076   19.33    8.16    9.88  -19.31   78.60
 2077   21.36   50.53   20.16  -38.24   53.01
 2078  -29.81  -18.98  -26.01  -55.87  -18.39
 2079   31.88    6.30   23.42    0.99   96.82
 2080   25.16   28.96    2.87   17.82   50.98
 2081  -13.30   -1.84    2.17  -58.56    5.05
 2082   26.47    2.99   48.13  -12.14   66.88
 2083   23.67   10.67   20.19   27.20   36.61
 2084  -42.60  -14.48  -55.09  -30.34  -70.50
 2085   14.37   37.67   27.46  -10.64    2.98
 2086   -6.36   12.27   31.43  -44.08  -25.07
 2087   -7.64   10.49   13.77   -8.73  -46.10
 2088   15.46  -11.08   39.30  -10.47   44.08
 2089  -43.75  -29.77  -43.70 -110.33    8.78
 2090   -3.47   14.95  -38.93    3.75    6.35
 2091   -9.10   39.58  -18.61   10.27  -67.65
 2092    4.77   -9.37  -11.35   -1.21   41.00
 2093  -10.26  -18.01  -13.12  -16.52    6.64
 2094   -6.09   42.04  -30.28   -7.11  -28.99
 2095  -39.39  -30.60  -44.58  -70.37  -12.01
 2096   17.92    7.72   19.92    6.63   37.39
 2097    0.74  -18.12  -53.45   25.43   49.10
 2098  -14.35   -8.60    4.21  -19.55  -33.44
 2099  -37.02  -44.43  -71.62   -4.15  -27.87
 2100    4.88    2.50  -30.12  -12.53   59.67
