Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2033   15.47   -8.60   -0.04   50.56    0.25
 2034    7.52  -24.47   -4.00   21.93   21.17
 2035  -20.78   42.33  -23.65  -55.32  -13.95
 2036   32.66   41.33   21.12   44.29   22.91
 2037  -15.95  -46.12  -46.48   26.69  -22.14
 2038  -26.12  -26.42  -19.60  -23.66  -35.73
 2039  -21.26  -16.23    3.25  -47.26  -14.45
 2040  -20.69    9.76   -8.27  -44.92  -21.08
 2041   32.83   25.82   37.45   28.54   38.61
 2042   29.84   11.51   32.70   23.77   47.29
 2043   19.44   32.85    3.81   22.91   21.52
 2044    5.25   58.37   21.04   -5.58  -31.53
 2045  -48.69    8.73  -11.94  -89.82  -68.88
 2046   23.36   51.44   19.61   26.48    4.23
 2047   -7.99    6.22   27.05  -48.32    1.26
 2048  -28.81   -3.41  -13.12  -50.06  -33.09
 2049   -6.32   10.04   23.01  -18.45  -30.39
 2050    9.75   -4.43   32.08   32.12  -32.97
 2051  -17.81  -58.50   -4.33    4.07  -33.33
 2052   24.88   13.64   31.16   27.76   22.25
 2053  -31.15    6.44  -49.54  -40.62  -25.17
 2054    9.32   -6.61   -3.23   24.95   11.65
 2055   22.81   26.92   30.60   15.93   21.43
 2056  -15.70  -18.58    0.69  -20.14  -24.24
 2057  -14.99  -24.05   13.77  -35.85   -9.89
 2058   -2.87  -45.35  -17.22   -0.30   36.38
 2059  -11.67    8.95   23.95  -35.28  -29.54
 2060   -1.75   25.14   -6.33  -13.37    0.39
 2061   21.13   46.00   -0.45    7.33   44.54
 2062  -80.72  -92.79  -54.13 -124.12  -41.41
 2063  -23.64    3.45  -30.47  -25.48  -32.43
 2064    9.33   36.92   -0.68   14.63   -6.12
 2065  -48.39  -46.81   -0.80  -61.19  -79.97
 2066   -7.43  -24.18   14.28  -15.49   -7.23
 2067  -28.41   12.42   -6.77  -33.96  -69.87
 2068  -40.91  -19.49  -24.00  -52.70  -56.40
 2069   -8.78    5.18   22.83  -21.24  -33.10
 2070  -38.96  -65.29  -30.38  -52.76  -11.58
 2071  -11.37   31.03  -24.17  -20.77  -14.30
 2072  -81.15  -21.42  -38.70 -140.63  -84.13
 2073   19.43  -20.09   31.04   33.95   14.81
 2074   19.90   78.52   17.75   -1.96   12.09
 2075  -38.55    4.89  -15.25  -49.07  -76.79
 2076  -48.15  -31.11  -30.45  -85.17  -27.86
 2077    3.77   21.49    7.05    4.79  -12.67
 2078  -13.19   18.20    5.90  -26.67  -35.23
 2079  -23.28    5.26  -15.26  -54.25   -9.03
 2080   -8.02    4.59   39.23  -15.81  -53.30
 2081   15.54    2.30    4.38   22.25   26.59
 2082  -20.56  -29.36   15.31  -42.04  -21.93
 2083    4.54   32.45   15.86  -26.89   16.54
 2084  -49.35  -33.48  -13.23  -79.20  -56.27
 2085  -47.91  -18.22  -28.10  -93.20  -27.12
 2086   -4.88   37.57   39.99  -33.81  -39.48
 2087    0.42   39.29  -19.44   -7.42    4.82
 2088   12.04   19.36   16.40   27.74  -18.14
 2089  -25.58  -50.44  -13.62  -27.68  -18.16
 2090  -44.31  -37.05  -16.99  -69.38  -43.04
 2091  -55.36  -29.42  -46.79  -88.61  -36.90
 2092  -41.69  -27.67  -15.66  -91.83  -10.22
 2093  -66.25  -44.12  -28.26  -95.47  -80.04
 2094  -36.60  -22.55   -0.29  -72.15  -34.88
 2095  -12.38  -10.54   26.61  -25.05  -35.69
 2096  -17.85  -26.74  -22.62  -14.58  -11.49
 2097  -64.23  -27.45  -19.95  -96.33  -90.21
 2098  -82.58  -52.85  -49.91 -108.31 -100.77
 2099  -59.84  -56.44  -44.73  -95.01  -30.31
 2100     NaN     NaN     NaN     NaN     NaN
Projections under SRES A1B scenario
 2000  -28.11   -0.98  -29.52  -14.96  -62.32
 2001   -5.01   18.98   -1.54   -7.84  -20.68
 2002  -11.06  -57.78  -24.94   19.28   -6.50
 2003   18.86  -18.52   27.08   19.16   35.18
 2004    1.77   20.90    0.62    2.49  -10.76
 2005    7.11   14.79    8.70   -7.69   20.12
 2006   -8.50  -13.54  -39.27    3.74    9.33
 2007   25.96   67.24   39.64    6.49   10.72
 2008  -15.97   28.37    3.25  -47.88  -22.20
 2009   19.44   -3.58    8.45   43.39   13.84
 2010   10.42    3.60   -8.03   17.49   23.98
 2011    3.43   16.75  -12.77   -4.17   20.90
 2012   26.16   29.70   29.82   27.83   17.90
 2013   12.90   -5.32   -0.82   29.33   16.87
 2014  -16.63    2.19   27.04  -17.62  -71.52
 2015  -15.36  -32.94    2.26  -18.91  -16.52
 2016  -50.74    7.48  -31.47  -68.85  -84.68
 2017  -22.38  -33.11   -2.25  -29.13  -26.36
 2018  -16.41    7.79   15.86    4.61  -92.82
 2019  -18.96  -21.82  -13.69   -7.01  -38.26
 2020   -8.82   -9.84  -19.00  -15.35   10.75
 2021  -15.23  -36.04    3.35  -43.55   17.84
 2022    9.60   12.70   15.64    7.45    4.38
 2023  -42.97  -41.83  -35.42  -48.52  -43.90
 2024   -8.84   42.01   -6.57  -29.03  -18.08
 2025    6.43    5.63   16.60   -3.45    9.95
 2026    3.54   14.59  -17.27   -4.60   27.84
 2027    1.88   54.72   20.69   -8.75  -37.99
 2028   -5.02   42.89   23.84  -23.11  -41.70
 2029   -4.30   16.41   14.70  -36.29    5.55
 2030    3.55   41.75  -23.25   16.29  -12.11
 2031    5.58    1.22   25.96  -11.63   11.05
 2032  -25.47   -7.78  -63.01  -50.69   33.89
 2033   29.81   19.62   30.33   30.37   35.35
 2034   36.23   76.26   20.55   36.29   25.13
 2035  -20.55   29.71  -41.11  -44.37   -1.75
 2036    3.31  -40.33   15.15    5.33   17.88
 2037  -22.46   26.03  -25.82  -25.73  -47.06
 2038  -24.55  -30.18   13.28  -54.03  -19.30
 2039  -15.97   -4.25   19.67  -48.25  -16.40
 2040   -7.74   -1.61  -24.24    3.14   -9.82
 2041   22.48   54.53   47.52   10.70   -8.24
 2042  -10.62  -46.74   33.50   -1.05  -43.43
 2043  -34.36   -8.93  -10.31  -35.55  -73.78
 2044  -44.84  -23.80   10.31  -98.85  -41.98
 2045   -2.79   36.24   11.53    6.82  -55.94
 2046  -13.50  -31.79  -29.98   -6.34    5.63
 2047  -30.70  -16.10  -21.59  -38.35  -39.33
 2048  -74.95   -2.95  -49.84 -137.17  -65.10
 2049  -43.75   21.66   -0.08  -87.69  -72.43
 2050  -78.10  -30.24  -70.60  -98.18  -90.72
 2051  -13.44  -58.85    0.93    0.47  -16.11
 2052  -18.49  -56.84  -22.62  -12.20    2.83
 2053  -28.02   16.61    5.07  -49.62  -62.07
 2054  -34.92  -18.65   19.61  -83.42  -35.63
 2055  -15.95   15.96   18.94  -40.20  -39.79
 2056  -19.13  -23.10   -0.26  -22.44  -30.94
 2057  -30.35  -13.91    1.33  -86.61    2.02
 2058  -41.64   -7.55  -24.61  -55.06  -63.52
 2059   18.41   44.43   11.98    9.43   19.48
 2060  -39.07  -24.43    2.99  -55.75  -68.67
 2061  -51.48  -33.32   -2.78 -102.45  -44.32
 2062  -49.04    5.00  -12.44  -83.80  -75.31
 2063  -31.04  -26.97    8.65  -86.27    0.21
 2064   -8.47   -9.18   10.33  -12.39  -21.58
 2065  -21.19  -11.93   27.50  -44.94  -44.40
 2066  -14.04   15.80    8.96  -40.13  -22.14
 2067  -10.55   -1.23  -11.67  -25.19    3.90
 2068  -56.33  -30.65    1.94 -107.52  -63.47
 2069  -26.65  -25.57  -10.20  -37.44  -29.42
 2070  -40.30   -5.93  -31.15  -70.64  -31.92
 2071    0.53   -1.95   27.64  -28.26   13.45
 2072   -5.40   -5.46  -16.67   16.13  -22.81
 2073  -26.56  -22.20   -1.35  -47.20  -27.13
 2074   -7.37   24.50   20.98  -42.06  -10.72
 2075  -19.35   -9.08   16.52  -39.33  -35.41
 2076  -35.25  -23.17  -19.30  -45.68  -45.34
 2077  -52.72  -17.60  -12.58 -120.31  -26.16
 2078  -42.60  -44.28  -34.20  -70.03  -13.31
 2079  -38.06  -21.20  -43.28  -58.79  -16.44
 2080  -48.28   -2.92   -7.29  -94.59  -57.75
 2081  -10.88    6.73   29.34  -35.04  -30.62
 2082   -2.89  -26.55   31.50  -27.47   11.26
 2083   -1.73   32.14   -8.66   12.77  -36.73
 2084  -38.70  -14.83   22.86  -82.87  -57.29
 2085  -30.92    7.76  -21.50  -51.69  -38.45
 2086  -53.99  -36.02  -33.76  -49.43  -92.27
 2087  -34.84  -41.78  -15.58  -42.33  -39.51
 2088   -8.43   20.08   28.94  -23.96  -44.10
 2089   30.34   45.73    4.44   27.88   49.25
 2090    3.30  -15.33  -18.13   25.02    8.18
 2091   11.81   31.37   33.77  -17.82   16.30
 2092  -51.35   20.83   22.35 -107.27  -98.62
 2093  -38.08  -16.33  -28.84  -68.33  -21.49
 2094  -13.23  -28.13   34.06  -54.03    3.82
 2095   23.22   93.54   22.51   -2.92   11.90
 2096  -18.58   76.39   34.60  -93.15  -35.64
 2097   37.54   42.00   32.76   37.10   39.91
 2098   -4.43   -0.86   -1.01   -4.46  -10.21
 2099  -53.19  -50.82  -28.04  -87.77  -33.82
 2100  -10.07   73.68   13.09  -80.95    5.44
Projections under SRES B1 scenario
 2000  -12.35  -28.69  -10.73   -8.50   -8.20
 2001  -17.01  -16.12  -11.35  -16.96  -23.30
 2002   -7.57   -2.44    4.03  -24.42   -0.13
 2003    3.15   30.40  -16.26   -8.50   19.93
 2004   22.90   31.50   17.38    1.65   51.03
 2005   -7.62  -29.30    8.46   -1.63  -17.23
 2006  -10.20   48.91   -4.43  -17.83  -45.21
 2007  -35.04  -17.34  -41.40  -34.52  -41.16
 2008  -11.86   56.53   33.67  -58.73  -40.48
 2009  -11.32   41.03  -13.26  -17.36  -36.22
 2010   14.76   -1.90   -1.53   17.55   38.43
 2011   26.98   66.97    2.66    4.36   54.81
 2012    1.39  -22.37  -16.71   26.22    2.23
 2013   20.49   48.69    6.37   27.46    6.51
 2014   16.22    2.66   -0.00   18.37   38.61
 2015  -37.43    0.58  -42.06  -28.12  -70.54
 2016  -44.08  -26.55  -47.28  -53.86  -39.53
 2017   -7.46  -17.84    4.48   -9.25  -10.12
 2018    5.65    9.23   13.18    3.60   -1.51
 2019   30.61   29.97   44.36   25.94   23.52
 2020  -10.96    1.02  -17.05  -17.13   -4.64
 2021    2.43  -19.57    9.51   -5.09   20.06
 2022   18.52   11.45    4.31   15.26   41.78
 2023   19.40    7.64  -13.68   31.30   44.47
 2024   26.73   16.38   19.92   39.19   23.83
 2025  -43.52   19.02   -0.51  -77.19  -83.31
 2026  -38.79  -54.88  -22.28  -47.16  -33.42
 2027   15.05   32.82  -20.84   35.34   12.05
 2028  -25.55  -23.21   -7.94  -52.21   -9.16
 2029   38.90   -2.00   22.58   45.94   73.11
 2030  -20.04   39.53  -14.39  -38.69  -40.53
 2031  -54.90   -7.32  -47.08  -75.09  -67.51
 2032  -59.79  -46.91  -15.83  -92.06  -69.29
 2033  -31.37   -9.25    4.06  -62.29  -40.30
 2034   12.03   61.76   10.22   -5.79    4.45
 2035  -71.36  -33.15  -49.82 -117.82  -56.42
 2036    3.97   11.87   -3.98  -12.82   29.04
 2037  -47.92  -34.68   -3.88  -82.97  -54.04
 2038  -15.12   -0.93  -16.20   -6.38  -35.17
 2039  -10.74  -28.54   11.33   -1.81  -32.86
 2040   -6.14   10.78   -5.97  -22.14    3.73
 2041   24.80   -7.77   14.13   26.45   54.98
 2042   -7.32   13.59   -3.23  -17.06  -12.37
 2043   17.60   16.18   19.51   20.41   12.89
 2044   24.89    6.96    3.63   49.94   24.69
 2045  -26.31  -21.51   -9.00  -36.78  -32.86
 2046  -25.87    4.80   -4.39  -63.96  -17.03
 2047  -32.77   -0.92  -24.08  -69.13  -14.22
 2048   13.78   49.99   28.72  -17.76   16.76
 2049    6.83   -6.40    2.70   30.16  -11.31
 2050   17.12  -11.31   22.19   11.11   39.02
 2051   14.02   13.22  -32.08   33.90   34.16
 2052   28.08   25.47   24.73   32.12   27.79
 2053  -28.43  -15.66  -33.07  -44.21  -11.27
 2054   -9.81   -4.40   10.75  -32.97   -3.08
 2055  -41.29    2.12   -5.02  -92.56  -38.16
 2056   -7.10    3.93   -7.93   11.63  -38.60
 2057  -19.80   32.38    9.98  -34.14  -65.25
 2058  -28.34   46.21  -27.80  -36.24  -68.06
 2059  -63.59   -3.26  -40.97  -96.90  -82.01
 2060  -44.06  -26.27  -54.47  -59.24  -25.26
 2061   -4.95  -15.31   13.52   -2.70  -19.53
 2062   -1.09    3.43  -14.13   25.32  -26.28
 2063  -59.05  -46.73  -42.93 -102.08  -26.00
 2064  -27.56   -4.94  -39.32  -30.52  -26.92
 2065   10.56   25.55  -20.86   17.74   22.39
 2066   29.26   42.94   35.23   23.54   21.78
 2067  -37.24  -14.33  -58.40  -36.21  -32.72
 2068  -20.61   26.64  -32.76  -13.82  -49.00
 2069  -29.17    3.16    3.84  -59.12  -43.82
 2070  -12.28    6.54   -4.67  -28.83  -10.38
 2071   14.81   -6.49   19.00    9.37   32.09
 2072   17.40   37.55   34.83    7.51   -0.28
 2073   -8.35   -6.99   26.35  -43.56    2.98
 2074  -36.68  -23.67  -41.64  -50.87  -21.47
 2075   -5.07  -16.57   -7.04  -14.52   17.17
 2076  -31.41   38.01  -35.06  -74.25  -16.92
 2077   17.72   23.22  -12.24  -10.94   82.21
 2078   42.67   75.47   13.70   35.28   59.63
 2079   46.45   83.36   48.96   32.03   38.57
 2080    7.63   46.45   57.29  -30.17  -17.50
 2081  -24.49  -32.22  -23.81  -37.39   -2.81
 2082   25.60    6.38    4.64   34.85   47.06
 2083  -22.11   28.50  -23.58  -39.74  -30.88
 2084  -47.58    0.37  -25.64  -67.87  -74.43
 2085  -47.59  -23.71  -29.94  -87.85  -27.49
 2086   21.52    8.74    9.97   24.09   38.15
 2087   21.37   65.75   10.95   16.74    8.37
 2088   -1.13   26.06   20.40  -21.27  -13.93
 2089  -17.24  -55.55   -8.07  -18.88    1.32
 2090  -32.85  -27.07  -23.63  -53.39  -18.55
 2091  -19.18    6.76    6.66  -44.61  -28.43
 2092   17.99   14.30   12.70   54.68  -23.20
 2093  -23.45  -17.79    8.65  -35.38  -43.41
 2094  -58.26  -13.00  -53.70  -88.35  -52.89
 2095  -73.49  -46.72  -16.40 -122.69  -82.82
 2096  -21.06   -4.41   10.84  -69.74    0.85
 2097    4.45  -30.04   14.93   10.72    8.62
 2098   22.06   15.73   19.38   45.57   -2.40
 2099   14.12   49.66   23.75   31.82  -42.81
 2100  -24.50  -28.07   11.65  -58.31  -13.21
