Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2051    1.32  -35.72   43.92    2.76   -5.68
 2052    0.03  -34.14   38.64    4.46   -8.85
 2053  -21.67  -33.86  -39.56   -5.27   -7.98
 2054  -27.65  -53.73  -40.40   -3.84  -12.61
 2055   27.62   71.53   31.70   14.62   -7.36
 2056  -15.77  -84.39   23.46   12.88  -15.05
 2057  -10.45  -14.87  -26.74   -0.21    0.04
 2058    6.83   -2.99   41.59   -1.74   -9.54
 2059    8.75   -8.60    8.55   -7.71   42.74
 2060   -7.57   15.99  -35.77   -1.05   -9.43
 2061  -19.11 -126.70   46.55    0.93    2.77
 2062    1.86    2.11   14.84   -5.26   -4.25
 2063   -0.45  -50.43   48.14   -8.86    9.37
 2064   -8.84   -2.09  -16.51   -3.10  -13.66
 2065   10.62   33.38   24.05   -1.31  -13.62
 2066   -6.86  -45.07   30.22   -1.43  -11.15
 2067   16.81   -3.22   63.88    8.48   -1.91
 2068   13.76   -6.82   71.64    1.83  -11.59
 2069   28.58  134.50   -7.00    0.93  -14.11
 2070  -16.80  -57.92  -18.41   -3.55   12.67
 2071    1.71   49.29  -30.78   -1.18  -10.50
 2072   28.45   75.85   49.33    0.89  -12.29
 2073   -4.69   49.10  -48.95   -3.74  -15.19
 2074  -10.03  -32.88    3.35   -5.43   -5.18
 2075    1.83  -10.41   29.45    3.06  -14.77
 2076  -12.15  -14.94  -12.01   -8.33  -13.33
 2077  -24.73  -39.26  -36.34   -8.55  -14.78
 2078  -13.73  -18.25  -26.26    1.02  -11.42
 2079  -17.96  -32.64  -25.17   -3.53  -10.52
 2080   19.18   32.96   57.30    1.96  -15.52
 2081  -21.48  -32.52  -40.97   -7.59   -4.85
 2082  -24.04  -13.29  -62.47   -6.33  -14.08
 2083   -1.87   20.98  -14.87   -7.18   -6.42
 2084    8.98   23.36   26.85   -5.47   -8.82
 2085    9.94   39.38    3.91   -7.07    3.52
 2086   13.43   94.09  -29.14   -7.12   -4.10
 2087   16.34   35.25   42.36    1.85  -14.11
 2088    0.30   -5.24   25.47   -4.05  -14.97
 2089  -26.52  -34.87  -56.70   -1.64  -12.87
 2090    7.69   -4.05   28.84   -0.41    6.39
 2091  -12.79  -38.32   -1.70   -4.27   -6.86
 2092    2.24   53.37  -29.62   -6.40   -8.38
 2093   30.65  128.98    7.15   -2.11  -11.42
 2094  -24.05   -6.32  -73.79   -1.64  -14.46
 2095    6.50   54.94  -21.57   -7.29   -0.08
 2096    0.46   59.45  -34.56   -8.29  -14.77
 2097    5.03   75.63  -32.65   -8.13  -14.71
 2098    6.14   11.26   14.37    8.23   -9.28
 2099   -5.04   15.69  -15.51   -5.73  -14.60
 2100   26.20   52.22   73.18   -7.06  -13.55
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   59.33    9.25   19.86
 2002  -28.59  -73.88  -43.52   -6.34    9.38
 2003   10.32   38.78    2.82   -2.89    2.56
 2004   -3.23   16.17  -24.63   -1.02   -3.43
 2005    2.63   -4.83    6.18    8.80    0.36
 2006   19.40   29.63   -8.78   -4.77   61.55
 2007   -6.94    6.43  -19.71   -4.42  -10.08
 2008  -20.38   -8.03  -60.90   -6.82   -5.77
 2009   12.20  -57.94   37.56   10.92   58.25
 2010   -8.83  -31.61    8.83    2.47  -15.02
 2011  -11.93  -48.42   -2.26   -2.77    5.74
 2012   10.92   24.22   26.41    0.20   -7.14
 2013   -7.24    5.61  -37.85    2.74    0.55
 2014    2.36  -22.65   41.84    3.06  -12.83
 2015    1.42  -28.78   18.19   -5.53   21.81
 2016    9.37  -52.78   26.98    3.62   59.65
 2017  -22.76  -21.65  -66.28   -2.15   -0.95
 2018   -0.69  -23.47    3.85   -3.34   20.22
 2019    5.18    6.23    1.45    1.70   11.35
 2020  -31.43 -120.51   -0.28    4.31   -9.26
 2021   -4.51   25.03  -26.67   -7.12   -9.30
 2022  -13.90  -29.49  -35.37   -4.59   13.84
 2023  -14.73    7.98  -55.19   -5.27   -6.42
 2024   -8.64    0.92  -24.57   -4.25   -6.67
 2025  -16.33  -39.07  -16.30   -4.54   -5.43
 2026  -28.21  -59.55  -34.31   -7.12  -11.86
 2027   -1.55   41.84  -40.25   -4.93   -2.87
 2028  -22.92  -61.73  -29.67   -8.24    7.95
 2029   -0.41   23.08  -23.13    2.20   -3.80
 2030   -9.60    5.07  -32.38    0.01  -11.10
 2031   -9.14  -30.48    7.66   -7.02   -6.72
 2032   15.27   53.06   15.16    1.97   -9.11
 2033   16.34   62.34  -21.36   -0.86   25.23
 2034   13.29   30.67   18.18   17.49  -13.16
 2035  -23.31  -66.43  -13.70   -5.30   -7.82
 2036    8.98   58.11   -2.14   -7.95  -12.08
 2037    7.78   16.32    8.24   -0.60    7.18
 2038   -5.72  -18.44   -3.61   -0.32   -0.51
 2039   -4.07   10.85  -26.34   -3.63    2.83
 2040   -7.35   -3.34  -12.37    1.04  -14.74
 2041   -9.67  -25.03   -7.10    1.28   -7.83
 2042  -19.29   -6.25  -64.97   -1.96   -3.99
 2043    6.27  -12.75   39.49    8.95  -10.60
 2044  -17.14  -33.17  -24.87   -3.22   -7.30
 2045  -22.03 -110.77   24.09   -1.15   -0.30
 2046   -9.19   22.11  -48.54   -7.43   -2.91
 2047  -19.17  -73.45    5.72    3.29  -12.25
 2048  -12.66  -35.64    4.33   -6.50  -12.82
 2049  -17.29  -48.05   -2.64   -3.08  -15.39
 2050  -25.51 -132.26   32.85   10.58  -13.20
 2051    2.37   16.86    9.94   -3.67  -13.64
 2052   -1.46   10.70  -13.49   -2.98   -0.06
 2053   -5.06  -17.87    2.97    3.86   -9.18
 2054  -17.99  -79.26   17.58   -5.01   -5.29
 2055   -2.47   50.72  -54.29   -7.49    1.18
 2056   -9.57  -62.75  -22.38   -5.55   52.39
 2057   -7.55  -18.16  -11.27   15.00  -15.78
 2058   -4.32   24.27  -30.96   -7.22   -3.36
 2059  -21.76  -39.23  -49.00    9.40   -8.22
 2060  -10.37   18.64  -51.62   -5.15   -3.34
 2061   -6.18  -17.01   -0.66   -1.65   -5.41
 2062  -10.79  -54.62   13.28   -3.70    1.87
 2063    7.72   77.82  -26.13   -5.81  -15.01
 2064  -19.80  -33.88  -25.57   -5.53  -14.23
 2065   19.70   -5.02   88.35    4.86   -9.39
 2066  -20.55  -22.70  -52.29   -6.73   -0.47
 2067   -6.61    8.21  -19.31   -0.06  -15.27
 2068   -2.84   12.29  -21.48   -3.95    1.77
 2069    8.00   38.90   -9.80   -1.99    4.90
 2070   -1.38  -18.32   30.33   -4.82  -12.72
 2071  -12.87  -45.08    1.73    0.61   -8.73
 2072   17.55   81.38   -6.41   -1.79   -2.96
 2073  -21.49  -45.66  -17.30   -8.28  -14.74
 2074  -25.99  -60.18  -31.72    1.16  -13.22
 2075   -1.61   25.01  -22.91    2.37  -10.92
 2076  -29.89  -88.29  -16.16   -2.48  -12.63
 2077   -0.04  -29.09   26.61    0.31    2.00
 2078   -9.83  -57.37   30.33    2.66  -14.96
 2079    6.72   55.87  -21.25   -3.01   -4.76
 2080   20.37   54.86   35.76    4.05  -13.17
 2081  -14.24   12.08  -47.22   -7.65  -14.17
 2082   -5.52   13.46  -13.63   -6.73  -15.17
 2083   15.85   45.17   30.87    0.37  -12.99
 2084    0.89   13.33   10.47   -5.93  -14.30
 2085   19.35   31.71   46.56   14.34  -15.22
 2086   -5.92  -20.40   10.15    0.29  -13.73
 2087    9.49   20.63   18.26   -1.90    0.96
 2088    8.85   81.10  -26.08   -5.16  -14.46
 2089  -19.35  -64.34    3.31   -8.20   -8.15
 2090    0.74    5.95    7.44    4.61  -15.06
 2091   11.17    2.44   54.92   -0.95  -11.71
 2092   -4.03   15.51  -18.18    1.19  -14.65
 2093  -24.59    8.04  -86.42   -4.72  -15.25
 2094    9.05   -8.37   63.10   -4.77  -13.77
 2095  -11.87  -68.65   29.67    3.86  -12.36
 2096   -5.48   12.27  -21.77   -3.51   -8.91
 2097    9.15   21.11   21.33    7.24  -13.09
 2098  -13.95  -22.31  -36.89    2.69    0.71
 2099  -43.05 -137.60  -32.86   -6.22    4.48
 2100    1.88  -19.94   31.76   -2.44   -1.84
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN   22.69    9.00   -8.60
 2002   -7.81  -21.41    3.05   -0.83  -12.07
 2003   -4.31  -29.01  -10.98   -0.17   22.91
 2004    2.15   39.55  -17.52    0.61  -14.03
 2005   -7.94  -15.35  -19.08   -4.72    7.41
 2006    6.96   -5.22   47.03   -4.48   -9.49
 2007  -18.40  -46.61  -33.98   -9.30   16.30
 2008    6.25   -8.99   40.45    6.85  -13.31
 2009  -15.80  -72.97    6.97    6.83   -4.01
 2010   -2.00  -32.14   20.57    6.80   -3.22
 2011  -10.69  -12.33  -33.15    0.89    1.86
 2012   21.61   41.07   29.84   -0.90   16.43
 2013   19.25   35.89   14.16    0.93   26.01
 2014   -1.61    9.52   -1.18   -4.00  -10.77
 2015  -17.14  -12.68  -54.93   -3.37    2.45
 2016   12.25  -38.36   81.81   11.25   -5.70
 2017   -7.15  -14.55  -10.85    2.22   -5.40
 2018   -2.82   53.94  -53.21   -1.62  -10.40
 2019   -3.22  -34.81    0.64   -2.52   23.82
 2020   16.88   13.19   56.86    6.68   -9.19
 2021   -1.38    5.36   -7.90    7.54  -10.52
 2022  -13.54  -29.23  -20.37   -4.75    0.20
 2023  -16.82  -73.68    9.88    9.11  -12.60
 2024  -13.62  -56.38   -5.91   -3.02   10.83
 2025    3.47  -36.91   54.11    3.78   -7.08
 2026   -5.14  -48.15    9.74    1.53   16.33
 2027   12.47   18.60   31.24   -6.56    6.61
 2028    1.39   20.30   -0.13   -4.29  -10.31
 2029    4.17  -23.93   33.81   -2.98    9.78
 2030  -14.77    0.80  -44.89   -6.60   -8.38
 2031   10.64   73.99  -43.36   -1.80   13.73
 2032  -12.94   -9.93  -28.77   -7.52   -5.53
 2033   -3.43  -22.48    0.41    2.28    6.05
 2034   12.28   44.24   11.30    1.80   -8.24
 2035    2.52    2.48   13.65    3.11   -9.14
 2036    1.00   27.34  -33.59   -3.80   14.06
 2037  -15.92 -105.73   43.86   -3.61    1.82
 2038  -21.70  -61.77   -7.47   -5.05  -12.51
 2039    7.83   51.46  -51.13   -4.43   35.40
 2040   -3.45  -11.83    9.81    0.19  -11.95
 2041  -19.31  -65.15  -15.76   -1.91    5.58
 2042    5.65   24.29    3.85    7.83  -13.38
 2043  -33.90 -123.67  -44.28   -5.40   37.74
 2044    8.71    6.51   24.31   16.51  -12.49
 2045    9.56    3.20   20.49   -2.65   17.18
 2046   -5.24   36.21  -62.77   -3.49    9.09
 2047    6.14   17.60   20.00   -1.38  -11.65
 2048  -27.30  -75.37  -28.80   -7.58    2.55
 2049    2.39   74.27  -57.52    1.75   -8.96
 2050    6.76   67.48  -29.64   -2.10   -8.68
 2051  -10.50  -52.37    5.72    0.87    3.78
 2052   28.88   57.30   32.11   -6.54   32.66
 2053   14.15   27.77   31.39    7.87  -10.43
 2054   -8.59   -4.50  -32.73   -2.48    5.33
 2055  -23.98  -81.76   -1.50   -3.02   -9.64
 2056  -18.65  -95.39   27.88    6.55  -13.66
 2057    8.55   83.09  -68.73   -5.45   25.30
 2058   38.27   32.70  104.75   13.03    2.59
 2059  -29.64  -56.19  -49.43   -3.45   -9.48
 2060    0.57   24.96   -9.25   -7.14   -6.27
 2061   -6.27  -29.54   11.07    5.15  -11.77
 2062  -20.86  -84.94   15.78    0.45  -14.72
 2063  -15.46   -4.49  -68.53   -7.97   19.14
 2064   -5.76   63.52  -69.08   -7.07  -10.42
 2065  -20.23  -16.76  -49.57   -5.49   -9.11
 2066  -13.39  -29.54  -13.02   -0.37  -10.64
 2067  -17.08  -85.71   -6.90   -5.58   29.86
 2068  -10.92   48.63  -74.46   -8.24   -9.59
 2069  -13.43  -52.72   11.29   -1.94  -10.36
 2070  -17.88  -32.63  -34.40    6.55  -11.05
 2071  -11.29  -45.43    6.24   -1.13   -4.83
 2072    5.37   67.17  -32.95   -1.94  -10.81
 2073   25.92    4.60   22.41   -3.64   80.33
 2074   13.06  100.65  -29.66   -3.26  -15.50
 2075  -18.69  -23.10  -37.55   -4.03  -10.09
 2076  -17.74  -15.76  -35.52   -4.78  -14.89
 2077   -9.72  -36.78   15.13   -3.22  -14.02
 2078   -5.96    1.64  -12.40   -5.12   -7.97
 2079  -12.20  -10.21  -28.00   -1.35   -9.25
 2080  -26.32  -58.32  -36.44   -6.19   -4.35
 2081  -10.72  -35.06   -1.22    7.04  -13.64
 2082  -19.64  -45.98  -35.66    0.03    3.06
 2083  -11.72  -13.17  -32.05    1.05   -2.72
 2084  -10.37  -54.86   16.04    2.38   -5.03
 2085    5.27  -16.50   41.38   -4.17    0.37
 2086    8.54   27.07  -20.68   -1.72   29.49
 2087   17.60   65.70   15.69    2.40  -13.39
 2088    9.78   36.28   15.25    0.57  -13.01
 2089    1.61    4.90   -3.54    5.28   -0.20
 2090  -15.92   13.61  -60.38   -6.25  -10.68
 2091    0.36   23.59  -18.68    8.72  -12.20
 2092    6.75   40.16  -13.60   -6.06    6.48
 2093   -9.73  -23.47    1.22   -5.26  -11.43
 2094  -16.23  -61.57   -0.25   -4.39    1.31
 2095  -28.79  -15.11  -80.92   -4.06  -15.08
 2096   -3.17   41.57  -39.49   -5.16   -9.60
 2097   -6.64  -54.18   10.25   -8.80   26.15
 2098   -4.66  -12.21    2.52    5.83  -14.77
 2099   -3.75   -6.79   -2.35   -0.40   -5.47
 2100  -15.29  -45.53  -21.93    2.92    3.37
