Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034   -0.64    2.16  -54.21   59.24   -9.76
 2035  -22.91   -8.98  -22.31  -48.72  -11.65
 2036   11.62    2.54   15.98   37.51   -9.55
 2037   -9.73   -6.84   -3.69   -9.25  -19.16
 2038    4.10    1.57  -21.86   38.22   -1.55
 2039   -2.25    5.82   26.33  -11.34  -29.80
 2040  -15.01   -6.67    3.38  -68.66   11.91
 2041  -25.79   -4.45  -56.29  -11.23  -31.20
 2042   10.25    8.07    5.91   26.39    0.62
 2043  -20.32  -11.63  -10.98  -53.36   -5.30
 2044   -7.41  -12.27   47.56  -40.97  -23.97
 2045   -3.31    2.56  -45.99   23.13    7.08
 2046   -2.71  -12.59   10.67  -22.49   13.56
 2047   -3.22   -8.77   46.33  -51.74    1.32
 2048  -16.30   -8.49  -47.24  -12.78    3.30
 2049   -7.75   -6.13   29.58  -12.55  -41.88
 2050   36.16    2.42    3.79   97.12   41.29
 2051  -14.69    7.76  -24.68  -10.29  -31.57
 2052  -23.44   -7.77    6.21  -68.87  -23.34
 2053    2.75  -12.10   25.02  -50.93   49.03
 2054    0.23   -3.80   -4.80   -0.29    9.80
 2055  -14.85   -4.87   54.74  -89.51  -19.78
 2056  -29.07   -4.61  -66.15  -70.89   25.39
 2057  -17.22    7.81  -54.25  -11.19  -11.26
 2058  -11.11    1.83  -30.63  -20.18    4.53
 2059  -43.41   -5.10  -39.86 -100.21  -28.45
 2060  -15.27    5.75  -25.11  -43.00    1.29
 2061   21.83    3.27   -6.51   37.72   52.87
 2062  -24.94    3.65    8.42  -93.02  -18.81
 2063   25.05   -8.60   84.28   -7.51   32.05
 2064  -41.02   -0.77  -60.23  -65.61  -37.46
 2065  -23.51  -16.75  -19.21  -79.17   21.10
 2066  -15.06  -20.59   -0.50  -19.59  -19.55
 2067  -11.40    4.17   28.03  -97.33   19.55
 2068    3.49   -3.16   75.82  -43.36  -15.34
 2069  -17.71  -10.67   -8.92  -45.63   -5.61
 2070  -23.53   -1.35  -25.59  -42.21  -24.98
 2071    0.68   -5.70   39.67  -28.56   -2.70
 2072  -23.10   -1.36   -2.85  -76.01  -12.19
 2073  -16.75  -10.91  -30.48  -32.70    7.08
 2074  -25.75  -10.48  -50.47  -39.05   -3.02
 2075  -40.20  -12.15  -36.18 -113.97    1.51
 2076  -10.55    7.05   16.65  -29.92  -35.98
 2077  -18.81  -10.44  -47.23   -1.90  -15.68
 2078  -25.99   -6.35  -18.38 -101.88   22.64
 2079  -24.56   -6.46  -18.79  -66.07   -6.91
 2080  -32.68   -8.97  -43.17  -52.52  -26.04
 2081  -19.84    0.45   -2.30 -108.44   30.93
 2082  -40.04   -2.97  -25.36 -110.78  -21.05
 2083  -15.29  -14.08   38.95  -48.06  -37.97
 2084  -35.30  -14.72  -31.05 -115.70   20.29
 2085  -40.28   -4.05  -56.18  -57.75  -43.14
 2086  -27.89   -8.87  -46.43  -48.88   -7.38
 2087  -32.37   -4.31  -36.87  -95.53    7.23
 2088  -32.52   -4.77  -15.29  -70.53  -39.50
 2089  -31.14   -8.32  -40.22  -59.91  -16.11
 2090  -26.05    6.13   -3.26 -132.78   25.72
 2091  -37.34  -15.14  -13.38 -106.89  -13.94
 2092  -38.83  -12.40  -20.22 -104.64  -18.04
 2093  -11.66   -3.56  -11.34  -14.03  -17.72
 2094  -34.48   -4.91  -23.96  -83.24  -25.80
 2095  -27.69    3.70    7.63 -105.17  -16.93
 2096  -26.50  -13.59   -1.98  -57.76  -32.69
 2097  -16.91    6.02  -20.58  -43.74   -9.32
 2098  -28.58   -5.44  -49.11  -74.79   15.02
 2099  -11.27   -7.86  -24.03  -40.54   27.36
 2100  -14.19  -15.27   42.67  -99.36   15.21
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    6.56   -3.78   65.11  -26.04   -9.04
 2002   21.43    3.80  -18.76   71.22   29.43
 2003    9.88    1.47   27.02   18.24   -7.21
 2004   11.02   -3.01   18.15   36.65   -7.71
 2005   14.42   -4.93   43.77    4.87   13.97
 2006  -17.61  -17.12   38.86  -93.74    1.55
 2007    3.04   -1.65  -32.00   46.39   -0.57
 2008    4.92   -8.91    5.08   35.17  -11.67
 2009   14.08   -4.89   29.83   40.49   -9.09
 2010  -10.32   -3.20  -39.59   -3.17    4.70
 2011  -13.45   17.92  -60.38   -3.05   -8.29
 2012    8.13    2.48  -56.27   37.34   48.98
 2013   35.63   26.73   60.71   31.64   23.44
 2014    8.52    3.86   20.55   19.90  -10.21
 2015   13.44    4.31    5.08   14.85   29.51
 2016   -6.91  -13.75  -30.86   12.87    4.10
 2017    0.87   -0.90  -10.75   -9.82   24.92
 2018  -12.22  -12.19  -53.95  -35.35   52.63
 2019   -6.63  -12.30   18.74   -7.04  -25.93
 2020   -2.71   -9.05  -39.80   29.27    8.74
 2021  -15.66    5.46  -11.62  -28.70  -27.80
 2022   12.72   -2.22   -1.81   23.91   31.01
 2023    1.33   -8.32  -16.04   18.82   10.87
 2024  -29.20  -13.19  -18.85  -64.98  -19.78
 2025    8.84  -11.09   66.15    0.83  -20.53
 2026   15.58   -0.31   34.23   29.80   -1.42
 2027  -14.85  -13.70  -15.39  -28.18   -2.14
 2028    5.91    3.52   13.05   -4.20   11.27
 2029   10.50    4.78   25.94   40.69  -29.40
 2030    0.55    0.44  -39.67   17.06   24.37
 2031   -3.62  -13.54  -56.10   55.40   -0.23
 2032   -6.34   -6.65   -0.40  -23.30    4.99
 2033  -13.19   -4.91   -7.63  -10.91  -29.32
 2034   13.40   -1.03   19.14   10.02   25.48
 2035   -5.88  -10.48   25.59    0.01  -38.66
 2036   15.07    1.69    9.10   41.85    7.63
 2037   -7.60   -6.83  -16.70  -12.54    5.68
 2038    1.14    3.36  -16.88   -6.63   24.71
 2039  -11.73   -7.95   63.60  -82.58  -20.00
 2040   -0.71  -13.28   66.21  -28.62  -27.14
 2041    1.04   -0.60   19.37  -20.27    5.65
 2042    3.49   12.36   30.42  -32.80    3.97
 2043  -11.18   12.56  -17.23  -32.08   -7.98
 2044    1.94   -8.54   32.49   -4.47  -11.70
 2045  -15.53   -4.02  -10.48  -49.91    2.28
 2046  -33.96   -1.12  -38.18  -83.70  -12.83
 2047   -4.31   -9.21   46.85  -73.24   18.37
 2048  -15.56   -8.28   -0.37  -58.40    4.82
 2049   -4.73  -12.30  -10.83   13.81   -9.62
 2050  -11.85   -3.17  -21.97  -19.08   -3.18
 2051  -27.24   -2.69  -45.48  -33.29  -27.51
 2052   12.21   -4.08   34.31   -5.57   24.17
 2053    7.21    9.01   32.57   -5.12   -7.61
 2054  -22.62   -0.86   18.07  -74.85  -32.85
 2055   -7.78   -6.22   -4.84  -10.36   -9.70
 2056   -2.69    6.57   24.38  -61.43   19.73
 2057  -22.99   -1.55  -46.94  -39.05   -4.42
 2058  -28.27   -8.73  -64.38  -32.33   -7.64
 2059   -9.90   11.08  -31.50  -28.58    9.40
 2060  -11.97   -3.61   15.97  -47.08  -13.15
 2061  -23.83   -5.55   -9.60  -45.74  -34.42
 2062   12.09   -0.31   43.78   24.37  -19.50
 2063  -18.69   -6.64  -21.25  -71.74   24.86
 2064  -11.97   -6.01   50.85  -44.48  -48.25
 2065  -10.99   -9.41    4.99  -15.99  -23.53
 2066  -16.85   -1.44    2.69  -64.49   -4.15
 2067   -4.49  -11.29  -30.35   10.07   13.60
 2068  -20.31   -1.61   -8.16  -48.02  -23.46
 2069  -21.18    2.09    9.86  -61.93  -34.73
 2070  -34.04    1.98  -37.97  -61.93  -38.22
 2071   -6.84    2.35  -24.70   24.71  -29.72
 2072  -20.12   -6.23   -6.94  -67.85    0.53
 2073  -31.22   -8.08  -27.12  -70.38  -19.32
 2074  -29.03   -8.56  -48.52  -72.96   13.93
 2075   12.13  -11.24   53.93   -8.32   14.17
 2076   -0.12    1.30  -25.51   19.93    3.81
 2077  -28.82  -11.96  -20.76  -65.18  -17.37
 2078  -11.85   -3.81  -51.58   -9.38   17.38
 2079  -25.18    5.51  -63.42  -49.92    7.09
 2080  -21.98   -7.74   -3.98  -60.56  -15.66
 2081  -20.51    5.99    7.49  -62.18  -33.34
 2082   -6.93   -1.89   -9.81  -33.02   17.00
 2083  -34.57   -1.09  -51.49  -63.00  -22.72
 2084  -35.03    4.02  -36.00  -95.37  -12.77
 2085    3.36   -4.13   23.31   12.69  -18.43
 2086    3.13   11.21   36.99  -56.05   20.35
 2087  -24.59   -9.92   -5.88  -73.00   -9.58
 2088   -8.20   -4.29   29.39  -65.28    7.38
 2089  -28.06    0.89  -46.96  -76.02    9.84
 2090  -29.78   -0.87  -44.94  -91.77   18.48
 2091  -17.88   -8.88  -35.62  -11.84  -15.17
 2092  -39.20  -12.25  -65.03  -91.31   11.78
 2093  -31.88    0.97  -24.79  -92.59  -11.12
 2094   19.88  -12.97    1.33   31.93   59.25
 2095  -21.00   -9.04   18.86  -65.87  -27.96
 2096  -20.69   -3.63  -16.85  -66.28    4.00
 2097  -40.70   -9.61  -58.99  -61.19  -33.01
 2098  -29.06   16.08  -52.71  -79.03   -0.56
 2099  -33.27   -6.99  -26.85  -78.51  -20.72
 2100   -1.31    2.10   47.14  -33.18  -21.32
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001    6.41   -6.31   22.86   13.06   -3.99
 2002    6.12  -12.64   66.92   -0.39  -29.42
 2003  -10.05   -5.73  -10.78  -35.18   11.50
 2004  -13.33  -18.26  -40.23   22.55  -17.37
 2005   15.14    6.27   26.80   53.49  -26.00
 2006    2.21   -2.85   -9.29   35.40  -14.44
 2007   23.87   -3.62  -14.16   76.39   36.86
 2008   -5.04   -4.73  -43.21   65.24  -37.47
 2009   30.18    8.06   19.43   93.48   -0.27
 2010   16.49   -9.49   35.53   29.94    9.98
 2011    3.00   -6.07   51.02  -15.88  -17.06
 2012  -32.81    1.45  -54.51  -36.06  -42.10
 2013   -8.98  -12.93  -64.85   41.26    0.60
 2014    5.66   -1.33    2.72   -6.39   27.65
 2015   15.60    2.44    6.72   68.46  -15.20
 2016   16.40    2.36   32.53   39.64   -8.93
 2017   -9.52    1.38  -45.20   22.36  -16.61
 2018   -6.03    1.86    1.54  -18.58   -8.93
 2019   25.47   -1.49   59.05    5.99   38.32
 2020   -6.18    1.44  -11.36   -4.55  -10.24
 2021   -7.54   -1.66  -22.61   -5.09   -0.80
 2022  -15.51   -0.99   -9.78  -25.99  -25.27
 2023   -1.85   -5.70  -24.07   54.25  -31.88
 2024  -16.71   -3.38  -26.37   -7.94  -29.14
 2025   12.74   -9.27   -1.35   24.72   36.86
 2026  -10.61    0.75  -30.05  -38.20   25.05
 2027    1.05    0.03    7.34   -4.90    1.72
 2028    8.21    2.08   39.25   -0.57   -7.91
 2029   13.33   -5.92   22.17   43.52   -6.47
 2030    4.99    2.11   -3.50   24.36   -3.02
 2031   19.47  -17.45   17.74   67.19   10.39
 2032  -20.25    2.39  -38.50  -32.85  -12.04
 2033   11.04    1.22  -23.04   70.43   -4.44
 2034   -7.12   15.32  -44.60  -11.04   11.84
 2035   41.77   -5.91   17.94  121.52   33.55
 2036   -7.34   -9.15  -58.04   14.06   23.78
 2037   10.61   19.75   25.07   16.83  -19.21
 2038   19.74  -15.77   41.13   72.58  -18.97
 2039    2.06  -11.88  -22.28   63.28  -20.91
 2040   25.91   -5.21    1.76  106.95    0.13
 2041  -13.03   -4.42    1.81  -18.73  -30.79
 2042   13.70    1.19  -36.98   48.14   42.43
 2043   -2.98    4.13  -15.82   -5.65    5.42
 2044   -1.78    1.31  -16.18  -18.60   26.35
 2045    5.05   13.46  -21.16   14.73   13.16
 2046   -6.44   -8.62    2.69  -25.48    5.63
 2047   -6.90   17.76  -46.50  -13.91   15.06
 2048  -24.88    4.09  -50.00  -43.15  -10.46
 2049   22.58   -0.67    7.91   41.27   41.82
 2050  -14.11    3.52  -26.59  -23.28  -10.09
 2051   10.65   -0.78   32.34  -13.06   24.11
 2052   14.70    6.27   47.62  -21.98   26.90
 2053   17.41   -3.21   35.56   22.02   15.25
 2054   18.78    6.43   53.36   12.88    2.45
 2055   37.56    1.07   67.67   79.53    1.96
 2056   -4.98   23.56  -41.48  -16.79   14.78
 2057    9.93   -5.97  -18.85   49.02   15.50
 2058  -11.76   -8.56  -17.22  -36.67   15.41
 2059   -1.58   -4.27   19.89   -3.13  -18.82
 2060   17.01   11.95  -29.36   70.25   15.18
 2061   -3.82   -0.79   11.11  -40.94   15.33
 2062   -5.34   -2.15  -22.99  -34.87   38.65
 2063  -23.06  -10.95  -25.11  -48.47   -7.73
 2064   -4.99   -4.92  -12.05   -1.14   -1.84
 2065  -26.85   -3.27  -32.96  -59.75  -11.44
 2066  -13.42   -4.11  -51.17   14.38  -12.77
 2067   -4.20   -1.97   32.13  -44.55   -2.42
 2068   -9.17   -5.32  -46.49    6.81    8.30
 2069  -14.37   -5.07    3.13  -35.66  -19.89
 2070   -0.70   -7.68    5.02   15.73  -15.87
 2071   -4.74    8.89  -48.34   37.49  -17.01
 2072   23.06   22.15   19.61   53.29   -2.79
 2073   16.20    4.25    2.77   42.92   14.87
 2074  -14.15    4.74  -47.72   -5.52   -8.09
 2075   -4.82   -3.92  -39.23   17.93    5.94
 2076   -1.95   13.44   43.01  -84.35   20.12
 2077  -19.44   -3.22  -16.66  -57.32   -0.55
 2078   -4.69   -7.82   12.20   20.58  -43.74
 2079    7.29   -0.67  -10.16   19.50   20.48
 2080  -39.36  -17.90  -54.80  -82.51   -2.24
 2081  -27.38   -3.34  -64.66  -28.03  -13.51
 2082   -5.87   -2.66  -29.82  -22.67   31.68
 2083  -15.44    0.41  -48.33   -6.30   -7.52
 2084   -2.48    4.16  -20.32  -48.62   54.87
 2085   -5.11   -2.77   33.84  -46.49   -5.01
 2086   -4.19   -7.33   48.16  -76.55   18.95
 2087  -34.41   -8.55  -35.27  -84.72   -9.11
 2088   -0.57   20.33  -36.35   25.61  -11.88
 2089    6.27   -0.74    7.96  -46.55   64.42
 2090  -10.29  -10.13  -38.98   12.67   -4.72
 2091  -16.82   -9.83   -3.55  -46.47   -7.45
 2092  -11.39   -5.38  -36.16  -16.56   12.55
 2093  -16.24  -18.32  -29.55  -36.09   19.01
 2094   -9.98  -12.27  -33.60  -19.93   25.90
 2095  -31.63   -8.15  -58.39  -21.74  -38.27
 2096   19.88   -6.30   88.90   25.81  -28.92
 2097  -22.00    4.92  -44.79  -31.68  -16.46
 2098  -15.65    4.11  -39.39  -23.33   -4.00
 2099  -28.79  -10.22  -57.70   -9.77  -37.45
 2100    6.54   11.39  -12.34   -1.90   28.99
