Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
 2034  -28.90  -12.09   -8.81  -38.76  -55.94
 2035    9.92   15.54  -12.10   55.22  -18.98
 2036  -12.80    2.02  -25.40  -51.74   23.93
 2037  -26.88    1.28  -26.67  -86.50    4.36
 2038    0.28   -2.41  -15.62   36.36  -17.19
 2039  -18.69   -8.18  -46.16  -22.88    2.45
 2040  -15.75   -9.39  -39.38   -5.49   -8.73
 2041    1.25  -11.00  -19.84    8.21   27.61
 2042  -43.31  -12.57  -29.21 -118.60  -12.87
 2043   -4.93    0.22    6.79   -4.72  -21.99
 2044   -0.38   -4.40   11.57  -41.62   32.94
 2045   -9.35   -8.03  -29.87  -61.14   61.62
 2046  -17.92   -1.91    6.51  -80.23    3.96
 2047  -16.05   14.01  -42.50  -35.99    0.29
 2048  -17.74   11.76  -14.91  -74.75    6.95
 2049  -43.98   -6.04  -45.53 -101.14  -23.21
 2050  -11.27    8.29  -31.76  -31.45    9.85
 2051   -2.72   -6.97   31.05  -15.58  -19.36
 2052   -8.40   -2.69  -39.04    0.03    8.11
 2053  -43.16  -15.43  -42.36 -125.69   10.84
 2054  -25.29   -9.58   25.03  -96.50  -20.11
 2055   -9.22  -18.94  -33.20   19.10   -3.85
 2056    4.39   10.81   22.02  -52.94   37.67
 2057  -14.97   -2.07  -50.79  -43.43   36.41
 2058  -23.93    8.09  -27.34 -101.71   25.24
 2059  -10.15   -2.75  -31.96  -33.86   27.97
 2060  -16.64   -1.69  -79.29   15.58   -1.17
 2061   -5.02   -0.22  -19.34  -18.59   18.08
 2062   -3.62   -4.92  -12.45  -32.74   35.63
 2063   -0.14   -1.81    7.47  -12.46    6.24
 2064  -11.38   -9.79   -3.34  -57.12   24.71
 2065   -0.67    2.99  -17.28   -6.57   18.16
 2066  -29.77  -16.04  -34.07  -53.31  -15.66
 2067  -16.13    0.92  -33.95  -27.38   -4.13
 2068  -25.44  -17.58  -39.15  -50.57    5.53
 2069   -1.78   -1.68  -14.54  -55.58   64.68
 2070   -4.11   10.35  -46.41    4.07   15.56
 2071   -0.27    6.04  -13.20    1.19    4.89
 2072  -21.33  -18.49  -51.40  -79.03   63.59
 2073  -30.05    8.85 -104.08  -58.43   33.47
 2074    1.97   15.75  -15.84    8.05   -0.08
 2075  -32.97  -13.84  -65.59  -79.24   26.79
 2076   -4.63    8.66  -36.65  -24.47   33.94
 2077   -7.69  -16.40  -16.62    9.76   -7.51
 2078  -29.18  -10.83  -46.93  -86.77   27.81
 2079  -35.74  -11.37  -83.88  -69.69   21.96
 2080  -21.25   -1.85  -49.86  -76.73   43.43
 2081  -10.93   -5.91  -32.08    1.81   -7.55
 2082  -14.22  -15.65  -13.32 -114.78   86.88
 2083  -35.79    4.49  -68.33  -89.00    9.69
 2084   -0.15  -15.05   26.22  -17.49    5.73
 2085  -19.13   -6.18  -28.76 -106.44   64.85
 2086  -27.59   -4.87   -7.30  -86.16  -12.02
 2087  -37.90  -15.09  -86.73  -76.44   26.64
 2088  -37.75  -11.53  -55.01 -109.20   24.73
 2089  -30.01   -9.24  -46.90  -47.91  -15.99
 2090   -6.55   -4.59   20.11  -31.86   -9.86
 2091  -35.35    4.11  -42.24  -98.84   -4.43
 2092  -19.18    3.31    0.02  -81.35    1.30
 2093  -27.07  -14.07  -61.86  -64.39   32.02
 2094  -43.64    5.47  -93.95 -126.17   40.12
 2095  -38.76   -8.59  -79.24  -92.53   25.34
 2096   20.74   -1.70   37.09  -53.31  100.85
 2097  -47.59   -3.41  -39.89 -121.41  -25.65
 2098  -23.22  -13.31  -27.92  -26.21  -25.43
 2099  -12.52  -11.53    6.38  -71.66   26.73
 2100  -27.45   -8.38  -22.36 -105.40   26.35
Projections under SRES A1B scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   10.67   -7.20    5.74   29.47   14.68
 2002    4.14   38.75  -11.08  -18.26    7.16
 2003   17.97   -3.56   57.64    4.78   13.01
 2004   13.30   -2.67   14.92   46.85   -5.92
 2005    0.87    7.53   -0.07   -2.50   -1.50
 2006   -6.84   -5.34  -46.57   27.53   -2.97
 2007  -10.15  -10.22  -18.10  -47.01   34.74
 2008  -19.65    1.37  -38.10  -48.99    7.13
 2009   23.01   23.48   19.12   67.23  -17.79
 2010   22.43    9.90   -7.23   47.92   39.14
 2011  -10.97   11.26  -18.83  -53.26   16.97
 2012  -30.29   -9.14  -32.80  -63.06  -16.16
 2013   -1.63    8.19   -7.01    9.13  -16.83
 2014    8.79   11.43  -15.94   46.30   -6.64
 2015   11.55    2.66   25.88   23.34   -5.68
 2016   -5.29  -10.30  -39.40  -22.65   51.20
 2017  -27.09   -0.46  -51.37  -34.11  -22.42
 2018   18.32   -0.63   34.84   55.53  -16.44
 2019  -12.10   -6.26    0.52  -61.43   18.76
 2020  -23.12   -2.84  -37.63  -66.46   14.46
 2021   35.31    4.78   61.33   63.57   11.54
 2022   11.75    0.98   -0.80   14.21   32.61
 2023    5.18   -2.54    7.43  -38.28   54.13
 2024   10.52   -1.26   14.63    8.36   20.35
 2025    3.36   12.77   41.90  -21.82  -19.41
 2026   14.59   14.05  -48.97  103.76  -10.46
 2027  -24.27   -6.21  -48.20  -60.31   17.65
 2028   -9.21   -4.20   30.55  -51.82  -11.36
 2029    6.51   -5.49   28.81   -1.86    4.59
 2030    3.12   13.09  -26.63    8.96   17.04
 2031    9.99  -10.09  -15.59   52.14   13.53
 2032   23.47   -1.32   61.35   -0.21   34.08
 2033  -48.56  -10.58  -67.17  -57.39  -59.10
 2034    2.69   -5.68   31.03    7.23  -21.82
 2035  -11.28   10.55  -15.61  -15.25  -24.82
 2036   -6.24  -12.45  -28.99   11.54    4.96
 2037    1.10    3.44    4.43  -17.30   13.81
 2038  -20.58  -13.27  -23.78  -44.33   -0.95
 2039    7.38   -3.93   15.50  -37.02   54.96
 2040   -9.48    2.19  -79.10  -23.19   62.19
 2041    3.28    5.99  -18.25  -14.47   39.86
 2042  -13.16   -8.04  -40.34    0.61   -4.86
 2043  -14.07   -6.13   -2.93  -39.85   -7.36
 2044    6.54    0.93  -12.07  -10.98   48.28
 2045  -21.79   -8.81  -29.75  -61.80   13.21
 2046    1.43  -11.04   58.85  -42.90    0.79
 2047  -16.78   -0.31  -47.10  -16.84   -2.89
 2048  -33.84   -0.98  -20.02 -125.95   11.58
 2049  -16.41    5.44  -62.88  -40.15   31.95
 2050  -24.86  -13.60  -55.21  -84.78   54.17
 2051   -1.46    1.41  -21.70   33.51  -19.05
 2052  -15.89  -12.49  -51.99   20.43  -19.51
 2053   -3.22   -5.92  -10.12   -7.95   11.11
 2054  -24.48   -9.16  -57.67  -56.91   25.81
 2055  -11.12   32.00  -41.92  -21.94  -12.63
 2056  -11.47   -6.16  -15.23  -67.24   42.75
 2057  -11.48    2.95  -13.72  -32.93   -2.21
 2058  -34.63   -2.85  -67.19  -77.80    9.32
 2059   12.41    6.21  -54.79   70.73   27.48
 2060  -21.13  -10.01  -64.12  -50.90   40.51
 2061    8.61    5.73    4.50  -42.99   67.20
 2062   -5.79   -2.11    2.49  -80.87   57.34
 2063   -6.41   -2.46  -42.09  -20.95   39.86
 2064  -11.30   -4.54  -57.85  -44.12   61.30
 2065  -23.86   -5.62  -64.93  -53.83   28.93
 2066  -18.55   -3.75  -10.09  -51.03   -9.34
 2067  -24.48  -11.96  -45.76  -39.29   -0.93
 2068   -8.16   -9.35   -1.61  -24.68    2.99
 2069  -13.64   -1.88  -39.83   21.20  -34.05
 2070    7.33    2.24   31.54  -89.44   84.97
 2071  -26.30  -13.57  -37.64  -45.45   -8.55
 2072  -19.00   -2.80  -55.49  -20.15    2.46
 2073  -13.18   -2.16   -0.67 -109.87   59.96
 2074   -8.10   -6.73   18.77  -23.32  -21.11
 2075  -30.70   -2.03  -77.18  -34.39   -9.18
 2076   -2.49   -1.01   -1.98  -55.17   48.20
 2077  -27.10  -13.50  -25.90  -72.53    3.52
 2078    9.06    4.98    8.28  -12.00   34.96
 2079  -18.66   -8.51   -8.80  -53.72   -3.62
 2080  -29.19  -16.00  -66.19  -57.46   22.89
 2081  -28.30   -7.62  -55.23  -69.30   18.96
 2082   -2.42   12.40  -12.63  -72.52   63.06
 2083  -13.10   -0.17   10.74  -80.69   17.73
 2084  -30.94    0.03  -84.26  -81.45   41.92
 2085    9.88   -8.78   60.57  -44.63   32.35
 2086  -10.51    9.70  -62.68   14.02   -3.10
 2087   -5.33   -0.53  -16.84  -23.02   19.08
 2088  -16.13   -1.44  -21.29  -75.76   33.96
 2089  -21.63   -6.95  -51.40  -71.89   43.73
 2090   -1.29  -17.85   44.97  -76.32   44.04
 2091  -42.05  -10.41  -85.49  -54.82  -17.47
 2092  -18.32    7.39  -21.98 -115.99   57.31
 2093  -36.80   -7.31  -28.21 -124.83   13.15
 2094  -36.88   -9.76  -43.94 -100.36    6.56
 2095  -12.80  -15.27   -4.80  -40.60    9.46
 2096  -23.06  -14.63  -35.02  -14.01  -28.59
 2097  -20.76    0.21  -36.99  -46.37    0.09
 2098    1.29   -6.37   22.39  -11.62    0.76
 2099  -39.37    2.41  -64.93 -135.60   40.64
 2100  -36.05  -10.44  -92.79  -13.19  -27.80
Projections under SRES B1 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   -6.37   16.27  -59.79   31.84  -13.81
 2002   12.49   17.41   -8.98   46.53   -5.02
 2003   14.51   -0.98  -10.58   52.74   16.86
 2004   -9.13   -3.62  -65.08   17.75   14.43
 2005   14.76   -5.39   -4.99   -6.83   76.26
 2006   16.05   13.13   14.27   28.96    7.83
 2007  -15.86   -7.16    6.62  -62.47   -0.44
 2008   17.08   -4.16   29.62   52.36   -9.49
 2009   17.89    3.11    8.95   78.61  -19.11
 2010    9.69   -5.02   25.76   -4.83   22.85
 2011    6.01   -1.46  -26.06   24.05   27.53
 2012    3.72    6.71    7.49   -7.23    7.89
 2013   22.55   -4.38    5.90   33.01   55.65
 2014   31.42   10.28  100.62  -36.25   51.02
 2015  -22.49   -2.31  -55.47  -30.53   -1.65
 2016   -2.19    3.80  -14.92  -14.41   16.75
 2017   14.17    3.20  -14.49   17.04   50.95
 2018    8.47   25.23   17.90  -47.94   38.69
 2019  -20.59  -20.77   20.12  -69.76  -11.94
 2020   -6.94   -5.93  -22.98    7.10   -5.96
 2021   -5.90   -6.14  -68.20   20.31   30.45
 2022   -9.72   -1.17  -12.91   -7.97  -16.84
 2023   -2.05    9.89   35.52  -66.01   12.39
 2024  -19.66    3.73  -27.65  -21.33  -33.37
 2025  -19.44  -11.70   -4.09  -22.83  -39.15
 2026  -12.17    2.65  -35.49  -59.06   43.20
 2027   10.59   -6.18   51.34   17.19  -19.97
 2028   10.78    3.76  -48.49   23.13   64.73
 2029    2.31   -2.34    7.14   -8.28   12.72
 2030  -12.46   -5.75  -13.08  -41.17   10.17
 2031    2.70   -8.91   -3.44   53.41  -30.26
 2032    0.81   -1.66  -26.22   76.00  -44.88
 2033   15.38    4.73  -11.75   65.11    3.42
 2034  -18.78  -11.01  -28.12  -54.45   18.45
 2035  -35.59   -8.28  -54.75  -83.88    4.54
 2036  -18.14  -14.51  -15.29  -31.23  -11.54
 2037   -6.49    4.86  -25.91   -4.94    0.02
 2038   11.18    9.75  -28.50   25.17   38.28
 2039  -13.77   -7.18   21.50  -30.53  -38.89
 2040   -8.07   -1.23  -12.24  -56.94   38.12
 2041   -4.96    1.47  -27.07   -7.93   13.70
 2042   -1.05    7.43   25.50  -49.14   12.00
 2043  -30.54  -13.05   -1.71  -82.65  -24.75
 2044    5.24    2.87   23.62   13.14  -18.66
 2045  -16.98   -3.22  -28.80  -62.58   26.66
 2046  -32.38   -9.60  -37.64  -38.79  -43.47
 2047    9.67  -13.08   11.19   44.66   -4.07
 2048    4.65   30.39   -4.29   -6.44   -1.08
 2049   -4.79    6.57  -40.52   -3.70   18.50
 2050   -7.98   -4.46   -0.29  -49.66   22.48
 2051   -1.24   16.50   42.60  -84.33   20.26
 2052   -7.13    1.17  -13.14  -11.38   -5.18
 2053  -24.51   -3.48  -13.09  -82.92    1.45
 2054  -27.42   -0.76  -70.11    7.92  -46.74
 2055    3.51   -8.31  -38.67   23.63   37.40
 2056  -24.85   -4.00  -18.81 -108.00   31.40
 2057   -2.49    2.78    9.47  -42.82   20.60
 2058   -2.92   -4.48  -59.53   52.11    0.20
 2059   12.41  -12.39   45.36  -13.54   30.23
 2060  -23.09   -2.96  -12.68  -63.36  -13.36
 2061   16.32   11.35  -36.18   75.87   14.26
 2062    3.46   -2.87  -28.36   -0.47   45.56
 2063  -15.57   -5.01  -26.37  -31.14    0.24
 2064  -12.47    0.93    7.82  -96.81   38.19
 2065  -25.49  -12.77  -74.71    0.36  -14.84
 2066   -5.49    7.71  -23.34   17.58  -23.89
 2067   -3.72   -1.84   31.63  -73.23   28.54
 2068    5.76   18.78    4.33  -64.94   64.87
 2069   -7.41   -8.01  -25.35   -7.47   11.20
 2070   20.20   19.10   -0.53   25.21   37.02
 2071  -29.31   16.15  -69.04  -71.58    7.22
 2072    5.51  -13.46   43.13  -31.41   23.77
 2073   -0.32   -2.70   26.81  -11.30  -14.10
 2074   -1.53   -0.21    8.77  -14.75    0.05
 2075  -18.27  -10.38  -16.40  -55.84    9.56
 2076  -13.97    8.78  -13.41  -75.12   23.88
 2077   17.85   -8.27  -17.06   59.56   37.18
 2078   -5.63    7.88  -16.70  -28.47   14.77
 2079  -31.55    1.25  -62.91 -105.89   41.35
 2080  -43.76  -15.07  -56.06  -78.60  -25.31
 2081  -10.34   14.40  -47.06   13.11  -21.81
 2082   -6.96   -4.78   10.43  -68.68   35.19
 2083   -5.26  -14.91    4.93    9.30  -20.36
 2084    4.19   -2.16   -7.28   -4.99   31.20
 2085   -5.72   -6.08  -32.00  -11.71   26.91
 2086  -14.17   -3.84  -42.72  -33.07   22.98
 2087  -10.71   -0.98    2.80  -36.15   -8.51
 2088    6.33    0.66  -10.63  -25.98   61.28
 2089   -1.64  -10.79   69.03 -107.71   42.91
 2090  -18.30    6.48  -27.87  -42.48   -9.32
 2091   -6.42   -5.13  -18.66    1.08   -2.95
 2092   -7.19  -18.82   17.85  -51.60   23.81
 2093    8.82   -7.89  -48.27   44.39   47.04
 2094   -9.38    0.19  -21.81  -22.63    6.72
 2095    0.06    1.94  -54.50  -18.47   71.26
 2096  -14.60   -9.22   17.74  -40.39  -26.53
 2097    8.28   -0.03  -11.61   53.89   -9.11
 2098   -5.63    6.29  -67.76   -4.92   43.87
 2099  -12.73    0.54  -52.46    0.62    0.37
 2100   19.10   10.28   12.52   -0.53   54.14
